"","Compound","RT","Type","Filename","Status","Area"
"241","P-PE (34:2-P16:0_18:2)","13.01","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",6488950
"242","P-PE (34:3-P16:0_18:3)","12.25","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",9597488
"243","P-PE (36:0)_nurExactmass","15.31","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",122618
"244","P-PE (36:1-P18:0_18:1)","15.25","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",73504
"245","P-PE (36:2-P18:0_18:2)","14.19","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",15032844
"246","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",15032844
"247","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",5162547
"248","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",1264681
"249","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",778688
"250","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",3283064
"251","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",10172124
"252","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",8919
"253","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",NA
"254","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",106737
"255","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",210564
"256","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",25451922
"257","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",1389739
"258","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",23295917
"259","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",186511360
"260","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",10861145
"261","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",NA
"262","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",396404
"263","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",2374068
"264","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","190729_fleisch_fisch_probe6_1_pos","Processed",3044713
"265","dCer (15:0)","12.98","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",3843769
"266","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",12263
"267","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"268","dDG (33:1)","15.58,15.58","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",4752589
"269","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",1629475
"270","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",14745478
"271","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",206405
"272","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",3148336
"273","dMG (18:1)","6.98,6.98,6.98","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",2606675
"274","dPA (33:1)","14.68,14.68,14.68","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"275","dPC (33:1)","12.41,12.41,12.41","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",9157723
"276","dPE (33:1)","12.71,12.71,12.71","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",1115507
"277","dPG (33:1)","11.74,11.74,11.74","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",746494
"278","dPI (33:1)","11.43,11.43,11.43","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",356717
"279","dPS (33:1)","11.52,11.52,11.52","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",602477
"280","dPS (33:1)-h2o","11.52,11.52,11.52","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"281","dSM (18:1)","11.93","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",5764452
"282","dTG (48:1)","19.07,19.07,19.07","Internal Standard","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",8575495
"283","LPC (16:0)_1","4.21","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",83132
"284","LPC (16:0)_2","3.93","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"285","LPC (16:1)_1","2.99","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"286","LPC (16:1)_2","3.24","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"287","LPC (18:0)","5.67","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",50028
"288","LPC (18:1)_1","4.33","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"289","LPC (18:1)_2","4.59","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"290","LPC (18:2)_1","3.39","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"291","LPC (18:2)_2","3.64","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"292","LPC (18:3)_1","2.68","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"293","LPC (18:3)_2","2.89","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"294","LPC (18:4)","2.22","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"295","LPC (20:1)_1","5.7","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"296","LPC (20:1)_2","6","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"297","LPC (20:2)_1","4.67","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"298","LPC (20:2)_2","4.95","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"299","LPC (20:3)_1","3.87","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"300","LPC (20:3)_2","4.11","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"301","LPC (20:4)_1","3.12","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"302","LPC (20:4)_2","3.39","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"303","LPC (20:4)_3","3.6","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"304","LPC (20:5)_1","2.68","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"305","LPC (20:5)_2","2.89","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"306","LPC (20:5)_3","3.39","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"307","LPC (21:5)_1","3.12","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"308","LPC (22:4)_1","4.45","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"309","LPC (22:4)_4.35","4.35","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"310","LPC (22:5)_1","3.64","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"311","LPC (22:5)_2","3.85","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"312","LPC (22:5)_3","4.04","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"313","LPC (22:6)_1","3.27","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"314","LPC (22:6)_2","3.47","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"315","LPE (20:4)_3.44","3.44","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"316","LPE (20:4)_3.51","3.51","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"317","LPE (20:4)_3.71","3.71","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"318","LPE (20:5)_2.79","2.79","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"319","LPE (20:5)_2.97","2.97","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"320","LPE (20:6)_3.39","3.39","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"321","LPE (20:6)_3.60","3.6","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"322","LPS (18:0)","4.76","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"323","LPS (22:6)","2.64","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"324","PC (32:0)","12.72,12.72","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",71988
"325","PC (32:1-16:1_16:0ev18:4_14:0)","11.98","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"326","PC (34:1-18:1_16:0)","12.95","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",247060
"327","PC (34:2-18:2_16:0)","12.15","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",147500
"328","PC (34:3-18:2_16:1ev18:3_16:0)","11.49","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"329","PC (36:0)_nurExactMass","15.07","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"330","PC (36:1-18:1_18:0)","14.1","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",25777
"331","PC (36:2-18:2_18:0ev18:1_18:1)","13.16","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",78109
"332","PC (36:3-18:2_18:1)","12.33,12.33","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",39556
"333","PC (36:3-20:3_16:0ev18:2_18:1)","12.47","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",26912
"334","PC (36:4-18:2_18:2)","11.72","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"335","PC (36:4-20:4_16:0)","12.07","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",84536
"336","PC (36:5-20:5_16:0)","11.46","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"337","PC (36:6-22:6_14:0)","10.95,10.95","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"338","PC (38:4-18:0_20:4)","13.19","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",27232
"339","PC (38:5-20:4_18:1)","12.38","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"340","PC (38:5-22:5_16:0)_12.07","12.07","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"341","PC (38:5-22:5_16:0)_12.45","12.45","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"342","PC (38:6-22:6_16:0)","11.79,11.79","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"343","PC (38:7-22:6_16:1)","11.13,11.13","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"344","PC (40:6-22:6_18:0)","12.80,12.80","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"345","PC (40:7-22:6_18:1)","11.95,11.95","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"346","PC (40:8-22:6_18:2)","11.38,11.38","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",188467
"347","PC (40:9-22:6_18:3)","10.65,10.65","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"348","PC (42:10-22:6_20:4)","10.98,10.98","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"349","PC (44:12-22:6_22:6)_10.93","10.93,10.93","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"350","PC (44:12-22:6_22:6)_11.70","11.70,11.70","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"351","PE (34:1-18:1_16:0)","13.26","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"352","PE (34:2-18:2_16:0)","12.41","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"353","PE (36:1-18:1_18:0)","14.45","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"354","PE (36:2-18:1_18:1)","13.48","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"355","PE (36:2-18:2_18:0)","13.51","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"356","PE (36:3-18:2_18:1)","12.62","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"357","PE (36:4-20:4_16:0)","12.33","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"358","PE (38:3-20:3_18:0)","13.82","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"359","PE (38:4-20:4_18:0)","13.38","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"360","PE (38:5-20:4_18:1ev20:5_18:0)","12.57","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"361","PE (38:5-22:5_16:0)","12.31","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"362","PE (38:6-20:5_18:1ev20:4_18:2)","11.82","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"363","PE (38:6-22:6_16:0)","12.03","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"364","PE (40:5-22:5_18:0)","13.33","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"365","PE (40:6-22:5_18:1)","12.48","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"366","PI (36:1-18:1_18:0)","12.66","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"367","PI (36:2-18:2_18:0)","12.03","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"368","PI (38:4-18:0_20:4)","11.98","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"369","PI (38:5-18:0_20:5)","11.4","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"370","P-PC (32:0)_nurExactMass","12.25","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"371","P-PC (34:0)","13.71","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"372","P-PE (34:1-P16:0_18:1)","13.96","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"373","P-PE (34:2-P16:0_18:2)","13.01","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"374","P-PE (34:3-P16:0_18:3)","12.25","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"375","P-PE (36:0)_nurExactmass","15.31","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"376","P-PE (36:1-P18:0_18:1)","15.25","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"377","P-PE (36:2-P18:0_18:2)","14.19","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"378","P-PE (36:2-P18:1_18:1)","14.16","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"379","P-PE (36:3-18:2_P18:1ev18:3_18:0)","13.31","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"380","P-PE (36:4-P16:0_20:4)_12.94","12.90,12.35","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"381","P-PE (36:4-P16:0_20:4ev18:3_P18:1ev18:2_P18:2)_12.52","12.52","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"382","P-PE (36:4-P18:1_18:3)_12.41","12.41","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"383","P-PE (36:5-P16:0_20:5)","12.15","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"384","P-PE (38:3-P18:0_20:3)_14.52","14.52","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"385","P-PE (38:3-P18:0_20:3)_15.01","15.01","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"386","P-PE (38:4-P18:0_20:4)","13.61","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"387","P-PE (38:4-P18:0_20:4evP18:1_20:3)","14.03","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"388","P-PE (38:5-P16:0_22:5)","12.86,12.85","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"389","P-PE (38:5-P18:0_20:5)","13.19","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"390","P-PE (38:5-P18:1_20:4ev18:0_20:5)","12.61","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"391","P-PE (38:6-P18:0_20:6)","12.54","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"392","P-PE (38:6-P18:1_20:5)","12.36","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"393","P-PE (40:4-P18:0_22:4)","14.91","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"394","P-PE (40:5-P18:0_22:5)","13.98","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"395","P-PE (40:6-P18:0_22:6)","13.6","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"396","P-PE (40:6-P18:1_22:5)","13.09","Target Compound","190731_EuqiSplash_unbekKonz_5in100ul_pos","Processed",NA
"397","dCer (15:0)","12.98","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",157624975
"398","dCholEster (33:1)_19.11","19.11,19.11,19.11","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",51185
"399","dCholesterol (33:1)_11.21","11.21,11.21,11.21","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",NA
"400","dDG (33:1)","15.58,15.58","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",112644847
"401","dLPC (18:1)_1","4.28,4.28,4.28","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",55683493
"402","dLPC (18:1)_2","4.55,4.55,4.55","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",523518679
"403","dLPE (18:1)_1","4.44,4.44,4.44","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",7696112
"404","dLPE (18:1)_2","4.69,4.69,4.69","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",98822797
"405","dMG (18:1)","6.98,6.98,6.98","Internal Standard","190731_lipids_fisch_fleisch_probe1_1_pos","Processed",45170577
